31.9 4 393.0 189 4893.0 20.8 81 2 toyota_maverick
44.9 4 324.2 49 3472.0 14.4 72 2 buick_mustang
11.5 6 245.7 197 3388.0 13.4 80 2 mazda_corolla
15.8 5 226.5 ? 3461.0 11.8 74 3 vw_valiant
9.8 8 317.4 210 4887.0 15.7 70 2 dodge_camaro
21.0 6 277.3 229 4828.0 16.8 73 2 buick_maverick
23.5 4 93.7 100 3114.0 18.1 82 1 dodge_civic
18.9 6 264.8 85 2833.0 12.1 77 2 honda_corolla
41.1 6 376.4 187 3468.0 23.2 75 2 dodge_corolla
22.3 4 244.5 93 3791.0 10.7 82 3 vw_corolla
19.2 5 89.7 205 2453.0 23.5 70 2 toyota_corolla
29.7 4 368.8 65 4676.0 8.2 81 2 vw_maverick
13.6 4 146.5 69 3446.0 15.7 70 3 ford_mustang
40.1 8 168.3 226 2836.0 13.3 72 2 vw_mustang
11.0 4 132.6 170 1927.0 15.2 79 3 chevy_beetle
47.5 4 195.5 202 2455.0 17.1 77 2 plymouth_mustang
38.9 8 357.6 106 5297.0 15.0 80 1 ford_mustang
15.9 6 267.4 170 2720.0 14.6 80 1 dodge_maverick
8.2 5 147.9 155 2175.0 19.7 77 2 buick_crown
40.6 8 403.6 157 3343.0 19.0 82 1 vw_civic
36.3 4 404.2 172 2728.0 21.3 72 3 ford_maverick
37.2 6 400.8 152 1641.0 12.0 76 2 chevy_valiant
38.9 3 160.7 125 2793.0 17.8 81 3 mazda_beetle
11.0 4 241.5 97 3676.0 17.4 72 1 dodge_corolla
22.3 3 444.3 187 3707.0 13.9 73 3 buick_accord
12.6 6 363.4 88 2926.0 15.8 78 1 plymouth_camaro
42.5 6 80.3 173 3289.0 13.0 82 1 dodge_beetle
32.9 5 94.8 89 5362.0 10.3 73 1 buick_mustang
21.2 4 246.3 161 3009.0 11.4 72 3 dodge_accord
10.5 4 415.5 183 2533.0 9.7 74 1 plymouth_maverick
20.4 6 274.7 86 2474.0 18.9 76 2 vw_crown
21.0 4 259.2 57 3331.0 18.6 74 1 ford_valiant
37.2 8 110.1 70 4538.0 23.2 73 2 toyota_crown
33.5 6 319.6 158 2324.0 19.7 77 2 toyota_mustang
43.5 8 382.4 202 4337.0 8.8 73 2 chevy_valiant
26.9 4 214.6 54 1585.0 22.1 71 2 mazda_mustang
12.8 5 364.7 181 3176.0 21.8 79 3 toyota_corolla
36.5 4 436.5 109 4603.0 15.1 82 2 toyota_maverick
38.4 4 147.4 134 2855.0 17.4 75 1 chevy_mustang
30.5 8 268.9 217 3755.0 23.6 71 2 buick_maverick
38.8 8 179.1 107 2320.0 16.5 72 1 chevy_crown
27.8 5 371.3 ? 4468.0 22.5 70 3 vw_crown
28.9 6 289.5 49 1709.0 9.3 74 2 honda_corolla
25.1 6 311.1 61 4910.0 11.1 78 1 buick_civic
9.0 6 373.2 94 2293.0 15.1 71 3 honda_civic
12.3 4 220.5 51 4998.0 17.4 81 3 toyota_corolla
9.3 4 417.7 162 2910.0 21.1 76 1 toyota_valiant
33.5 8 272.6 124 4391.0 23.8 74 2 ford_corolla
20.6 8 130.0 147 2777.0 14.2 71 3 ford_corolla
28.3 4 334.4 78 5124.0 8.8 77 1 mazda_corolla
44.3 3 371.4 100 2007.0 20.8 80 2 dodge_accord
18.0 4 190.4 168 2214.0 17.7 82 3 ford_beetle
24.4 4 395.7 224 3472.0 11.2 82 1 chevy_mustang
38.2 4 414.3 55 1828.0 15.9 75 3 vw_crown
17.2 6 175.2 210 2284.0 19.9 73 3 vw_corolla
11.1 4 443.7 152 5275.0 20.3 82 1 honda_accord
19.6 6 123.5 150 5406.0 16.0 73 3 toyota_corolla
14.4 6 146.8 138 3005.0 12.9 71 1 dodge_beetle
45.2 8 140.0 59 5193.0 23.6 72 2 toyota_maverick
40.3 8 409.7 63 3679.0 18.6 76 1 vw_camaro
33.3 5 318.6 157 2579.0 14.5 72 2 honda_accord
42.9 8 127.8 109 4310.0 12.5 82 3 buick_corolla
40.1 3 237.3 215 4136.0 19.7 74 1 chevy_civic
15.5 4 303.8 121 5457.0 11.9 79 1 honda_valiant
43.7 8 101.7 72 2560.0 10.7 75 1 dodge_accord
29.6 5 405.3 178 4188.0 16.5 75 1 toyota_camaro
40.3 6 375.4 100 1708.0 12.6 73 2 toyota_crown
43.8 4 262.0 143 1955.0 18.1 75 2 ford_valiant
20.7 5 437.5 174 1516.0 9.9 72 3 dodge_camaro
12.4 6 228.7 212 5498.0 18.5 76 3 chevy_crown
17.1 4 444.0 192 4709.0 12.5 76 3 toyota_valiant
25.1 8 323.8 170 4647.0 8.0 73 3 ford_accord
40.7 3 311.2 171 3539.0 10.0 71 1 dodge_accord
42.4 5 133.1 220 2700.0 22.9 80 2 plymouth_civic
8.3 8 405.1 100 2105.0 21.9 76 2 dodge_accord
28.4 4 232.4 46 2639.0 11.7 72 2 honda_crown
24.7 8 131.6 96 3004.0 20.5 70 2 buick_maverick
16.9 4 74.8 86 4525.0 17.7 71 3 chevy_accord
12.8 5 282.7 168 3659.0 23.5 79 1 toyota_beetle
21.5 8 270.4 163 1810.0 14.0 78 2 vw_mustang
45.7 4 343.4 155 1572.0 18.9 81 1 chevy_beetle
20.9 4 408.3 49 1909.0 9.0 77 1 dodge_accord
28.8 6 100.2 180 3142.0 14.3 75 1 mazda_mustang
36.1 4 348.0 106 5233.0 23.4 75 1 ford_civic
22.5 8 141.2 168 4050.0 16.6 70 2 dodge_camaro
46.9 8 396.1 148 4707.0 12.6 71 2 dodge_civic
46.5 3 381.2 109 3365.0 9.9 73 2 buick_mustang
18.1 6 275.5 71 2947.0 19.3 72 3 plymouth_accord
27.9 8 339.9 63 1934.0 18.3 70 2 plymouth_camaro
20.0 3 189.5 199 5004.0 14.0 77 3 toyota_accord
19.4 4 249.0 215 4633.0 23.2 76 3 mazda_beetle
9.5 6 382.2 166 2172.0 8.4 73 3 dodge_accord
32.4 5 244.5 65 3549.0 12.9 81 2 plymouth_beetle
28.1 4 206.0 120 3449.0 22.7 81 2 buick_mustang
10.1 3 257.8 180 4000.0 13.1 78 2 buick_valiant
19.1 4 384.7 189 5285.0 12.0 80 3 dodge_crown
44.3 4 197.4 68 3819.0 16.5 73 3 toyota_maverick
17.6 4 136.0 46 3661.0 21.2 70 1 dodge_valiant
13.8 8 340.6 177 1701.0 9.7 79 3 vw_beetle
27.6 4 383.9 ? 1752.0 23.1 70 3 mazda_maverick
47.4 8 108.2 93 2249.0 20.7 70 2 buick_corolla
17.7 4 161.2 48 1630.0 10.9 70 1 chevy_mustang
34.9 4 123.9 145 4473.0 19.4 73 1 vw_corolla
38.5 8 202.2 203 4393.0 14.2 70 1 chevy_mustang
17.5 8 241.1 222 2044.0 14.4 71 2 dodge_accord
37.1 4 354.6 150 4844.0 20.5 73 1 plymouth_valiant
22.7 5 317.4 ? 2119.0 23.4 76 1 ford_corolla
33.3 8 306.0 62 2705.0 10.0 71 2 buick_civic
33.3 6 203.9 147 2496.0 14.7 77 1 chevy_corolla
29.4 4 389.8 116 2989.0 15.7 82 3 vw_accord
11.6 8 249.1 158 2519.0 14.0 76 3 chevy_camaro
41.4 4 442.1 118 3456.0 13.8 78 3 mazda_mustang
20.8 5 311.0 90 3130.0 8.8 75 3 plymouth_camaro
15.5 6 118.0 63 5446.0 19.0 73 3 ford_accord
9.6 6 326.9 104 1724.0 15.0 75 3 buick_valiant
31.6 8 193.5 64 2069.0 11.1 73 3 mazda_civic
35.1 8 330.8 79 1711.0 21.1 76 3 toyota_crown
8.7 8 96.5 228 4003.0 20.8 78 3 vw_civic
28.5 4 136.5 128 1718.0 15.8 72 2 honda_valiant
17.1 4 395.2 144 4846.0 12.8 72 2 mazda_mustang
33.8 4 156.3 207 3548.0 18.2 71 3 ford_valiant
15.0 4 388.1 229 3608.0 12.6 70 2 dodge_mustang
35.6 6 176.1 153 3746.0 11.8 70 2 toyota_civic
23.5 3 314.3 195 2183.0 19.7 82 3 plymouth_mustang
45.5 8 333.8 106 2291.0 8.6 72 3 ford_corolla
13.5 4 264.8 102 2775.0 9.5 76 2 chevy_beetle
21.6 4 186.0 120 3874.0 8.1 80 3 buick_maverick
12.5 3 150.8 170 2340.0 10.4 78 3 buick_accord
45.0 4 82.6 ? 1965.0 9.1 71 3 honda_valiant
43.1 3 185.5 ? 5380.0 23.9 76 3 ford_camaro
18.3 4 318.2 71 1588.0 12.6 70 2 chevy_valiant
34.4 4 426.6 162 4711.0 10.4 71 1 mazda_valiant
40.7 3 401.1 70 4652.0 11.9 75 2 plymouth_maverick
30.2 6 361.1 152 2689.0 23.0 80 1 mazda_mustang
29.2 4 369.6 174 2043.0 16.3 74 1 honda_crown
17.7 8 322.7 175 2083.0 13.8 77 1 buick_civic
11.7 4 168.9 185 4290.0 22.0 81 2 mazda_corolla
43.9 5 414.7 207 4071.0 14.3 80 2 buick_valiant
44.0 8 324.9 138 4631.0 13.4 71 2 chevy_valiant
33.3 4 283.0 180 5250.0 11.3 70 2 chevy_valiant
21.6 8 112.2 160 4268.0 14.0 76 2 mazda_maverick
22.0 4 239.9 80 2123.0 13.1 75 1 chevy_valiant
37.0 8 244.9 51 2474.0 18.8 77 2 mazda_valiant
43.9 4 398.5 98 4869.0 12.6 80 1 mazda_crown
43.5 8 277.7 128 2337.0 17.2 82 2 buick_crown
39.2 6 214.6 ? 1790.0 9.1 77 2 honda_maverick
33.7 4 441.2 202 4313.0 11.1 71 3 vw_crown
11.4 4 112.1 82 3110.0 14.5 77 1 ford_crown
14.5 4 230.6 ? 5180.0 23.0 75 2 chevy_beetle
43.9 6 86.0 223 4101.0 14.0 78 2 chevy_accord
32.3 6 351.2 66 1862.0 18.6 81 2 honda_mustang
8.4 6 418.9 ? 5291.0 12.1 76 3 plymouth_accord
12.1 6 176.4 154 2534.0 10.0 71 1 plymouth_valiant
34.5 8 396.2 146 2849.0 8.9 77 2 dodge_civic
8.2 3 181.0 62 3109.0 12.9 78 2 mazda_mustang
14.4 4 416.1 56 1705.0 10.5 76 2 mazda_camaro
29.9 3 356.5 65 3486.0 10.8 73 3 buick_maverick
35.7 6 375.9 154 1993.0 20.2 78 2 chevy_valiant
34.1 6 76.8 146 3104.0 8.3 73 1 toyota_crown
17.0 4 435.9 89 2903.0 16.9 81 1 plymouth_maverick
36.5 4 346.1 163 4591.0 14.1 73 1 honda_beetle
17.5 4 185.8 197 4713.0 16.1 78 1 toyota_mustang
21.0 4 385.2 54 2114.0 17.0 77 2 vw_mustang
37.9 8 177.0 138 2966.0 13.0 73 3 honda_mustang
34.0 8 401.6 173 2993.0 12.7 77 3 mazda_mustang
42.0 4 112.8 92 2106.0 19.7 77 3 honda_mustang
34.3 6 337.4 103 4694.0 21.9 76 2 honda_maverick
30.7 4 275.5 159 4329.0 11.1 79 3 toyota_camaro
11.7 5 106.7 211 2262.0 9.6 82 1 chevy_camaro
22.7 8 161.9 195 2967.0 22.4 75 2 vw_civic
18.6 4 74.7 153 1923.0 13.6 77 3 dodge_civic
17.8 4 248.1 180 4013.0 16.8 76 1 vw_maverick
46.9 8 184.5 113 1985.0 13.8 74 1 plymouth_crown
23.7 8 297.4 164 5444.0 10.0 81 2 mazda_crown
43.7 4 183.0 132 4623.0 17.4 82 2 toyota_valiant
33.2 3 184.0 81 3061.0 16.4 82 3 mazda_accord
39.8 8 352.4 175 3814.0 11.2 73 3 honda_corolla
28.1 3 88.3 148 5145.0 15.2 81 3 ford_valiant
31.1 4 413.1 112 3716.0 20.8 71 2 buick_crown
27.7 4 393.9 214 2198.0 17.4 80 3 dodge_civic
15.8 4 323.8 50 3015.0 9.6 77 3 dodge_maverick
36.9 6 295.4 104 4873.0 16.8 78 1 buick_corolla
19.2 8 409.1 56 4077.0 19.2 73 1 vw_camaro
9.0 8 140.4 187 4103.0 20.7 73 1 dodge_crown
33.8 4 100.0 175 4967.0 18.1 74 3 plymouth_civic
15.1 6 161.0 107 5076.0 10.4 71 2 ford_mustang
45.6 3 371.9 170 5179.0 19.4 76 1 buick_camaro
46.2 4 83.2 119 1879.0 18.8 74 2 plymouth_maverick
44.6 6 291.5 185 3677.0 8.4 75 3 mazda_corolla
22.8 3 448.3 130 4462.0 14.6 73 3 dodge_beetle
8.6 6 395.2 122 4528.0 13.3 77 1 honda_beetle
45.1 5 268.1 218 3927.0 18.7 77 2 vw_maverick
25.1 8 94.2 92 2167.0 11.5 81 1 plymouth_corolla
46.7 5 385.9 68 4690.0 17.5 74 3 vw_accord
46.5 6 297.6 154 4380.0 22.6 81 2 honda_accord
42.1 8 113.7 224 1845.0 20.8 75 1 plymouth_maverick
19.8 8 105.7 116 3355.0 22.7 72 3 buick_beetle
23.4 4 415.7 57 2196.0 23.7 70 1 vw_corolla
42.0 4 324.3 108 2850.0 8.2 78 2 toyota_mustang
20.7 5 385.1 139 1572.0 18.0 78 2 chevy_beetle
14.8 4 404.0 76 3101.0 14.6 72 2 honda_valiant
30.3 3 287.3 167 3700.0 21.8 73 2 buick_accord
45.4 8 266.6 230 3978.0 12.0 82 2 honda_corolla
35.8 3 233.6 129 4154.0 23.7 76 1 toyota_crown
30.8 6 190.4 111 4845.0 17.8 71 1 ford_corolla
11.9 3 235.1 120 2362.0 20.7 81 1 buick_crown
32.6 3 364.1 67 1982.0 9.4 72 1 toyota_valiant
47.6 8 298.7 209 4906.0 10.9 75 3 dodge_maverick
13.6 8 409.2 122 2126.0 20.1 80 3 vw_beetle
28.7 8 238.5 117 5399.0 8.4 77 1 mazda_valiant
43.1 4 300.7 167 4870.0 21.1 70 3 ford_accord
37.6 3 309.9 127 3504.0 8.2 73 3 chevy_corolla
35.9 8 294.8 165 5426.0 18.5 70 2 ford_mustang
36.1 4 337.0 57 1890.0 13.8 71 1 mazda_crown
22.4 4 160.2 196 2712.0 17.8 77 3 chevy_crown
19.7 4 264.7 219 4053.0 19.1 75 3 plymouth_beetle
40.4 4 109.6 165 2900.0 13.5 78 1 plymouth_maverick
40.4 4 216.1 ? 5213.0 9.7 71 2 dodge_valiant
42.7 6 255.3 74 1763.0 9.1 72 1 mazda_maverick
44.5 4 317.8 134 3698.0 17.4 78 2 ford_accord
28.5 4 431.2 157 3863.0 16.3 78 3 chevy_maverick
28.1 3 298.2 153 4111.0 19.9 82 2 honda_valiant
39.9 4 352.6 120 2523.0 16.2 75 2 toyota_beetle
34.0 6 262.4 108 2958.0 14.8 72 1 plymouth_maverick
36.1 8 311.0 69 4875.0 14.4 74 3 dodge_crown
39.8 6 97.0 118 2280.0 8.4 71 1 vw_camaro
43.6 5 166.7 76 4807.0 13.4 76 1 buick_beetle
21.5 4 207.5 181 3751.0 23.6 79 3 vw_corolla
23.0 6 249.5 84 4549.0 22.0 80 1 toyota_maverick
11.8 4 87.3 57 4354.0 13.3 77 1 buick_accord
31.1 5 123.2 148 2330.0 17.4 75 2 chevy_camaro
9.4 6 175.2 156 3775.0 21.6 77 1 toyota_maverick
26.6 4 439.2 206 4971.0 15.1 71 3 honda_maverick
29.7 5 195.9 152 3228.0 8.3 72 1 plymouth_beetle
19.5 8 253.2 110 5366.0 9.2 76 2 mazda_accord
31.6 6 144.5 194 3309.0 16.2 79 1 mazda_crown
9.2 4 302.1 145 2071.0 23.5 81 1 plymouth_valiant
9.5 3 176.7 61 3058.0 19.1 70 1 vw_accord
40.9 8 148.7 150 5307.0 9.1 76 2 toyota_corolla
22.4 4 266.3 213 2779.0 11.0 75 3 ford_corolla
13.1 4 72.1 119 4972.0 20.3 77 3 honda_beetle
28.9 8 72.9 101 5025.0 21.5 76 2 chevy_mustang
38.8 4 153.2 72 2901.0 17.9 73 2 toyota_accord
16.6 8 84.0 74 1833.0 18.3 72 1 chevy_camaro
32.9 5 111.0 126 4398.0 8.5 72 3 chevy_crown
11.4 4 198.8 156 2746.0 21.3 73 2 dodge_civic
10.1 6 375.0 61 4632.0 20.6 78 3 ford_accord
29.3 4 287.4 219 3271.0 12.1 78 1 dodge_camaro
29.6 4 264.8 185 3441.0 19.3 82 2 chevy_beetle
33.5 6 181.5 154 4612.0 11.4 71 3 toyota_camaro
37.0 5 424.1 198 3029.0 8.6 74 3 buick_beetle
47.0 4 220.9 61 3273.0 11.2 70 1 honda_mustang
28.7 8 103.1 134 3005.0 10.9 73 2 mazda_crown
20.9 8 304.5 162 2969.0 13.4 71 3 toyota_corolla
39.8 5 113.3 198 3604.0 14.7 77 1 dodge_corolla
18.8 8 201.2 190 4735.0 16.1 73 3 ford_civic
25.6 3 262.8 97 2947.0 15.6 74 1 plymouth_maverick
11.1 8 402.2 219 3597.0 12.3 80 3 vw_crown
9.0 5 257.5 69 4183.0 8.5 73 3 dodge_beetle
46.5 4 336.9 207 2578.0 17.7 74 1 dodge_crown
41.4 4 447.3 225 2610.0 14.3 74 2 toyota_valiant
35.8 5 120.0 79 5234.0 12.8 74 1 toyota_crown
24.4 4 174.4 179 4394.0 21.9 80 2 buick_valiant
14.9 4 219.9 53 3809.0 19.9 72 3 dodge_beetle
14.3 8 230.3 121 4091.0 21.7 76 3 plymouth_crown
18.0 4 226.2 141 1617.0 15.9 72 1 dodge_mustang
30.0 5 414.9 153 3972.0 10.1 71 1 chevy_crown
36.6 5 341.3 218 3538.0 19.1 72 2 mazda_maverick
34.4 4 301.0 170 3683.0 11.3 80 2 buick_beetle
19.2 6 187.6 135 2938.0 15.1 72 2 toyota_beetle
46.2 4 383.0 ? 1826.0 9.0 77 1 ford_civic
37.5 5 432.9 221 2273.0 21.2 73 3 dodge_corolla
30.2 8 382.1 50 5303.0 10.0 72 1 plymouth_beetle
32.5 8 70.6 227 3135.0 22.4 79 3 vw_valiant
24.8 5 311.8 62 3367.0 21.8 74 1 ford_crown
17.9 3 89.4 196 1711.0 15.4 73 1 vw_beetle
22.2 4 167.9 98 1650.0 19.9 78 2 ford_accord
38.3 6 92.6 70 4369.0 17.9 77 3 mazda_mustang
8.6 5 299.4 127 3652.0 20.8 80 1 ford_valiant
12.6 3 330.9 ? 3535.0 14.9 76 1 plymouth_mustang
9.8 3 113.5 116 2472.0 20.6 77 3 buick_valiant
9.6 6 215.9 56 4479.0 15.4 82 1 buick_accord
42.2 4 243.4 156 2173.0 23.1 74 3 honda_corolla
36.1 5 210.2 212 2260.0 15.8 73 2 buick_accord
27.0 4 116.0 117 3343.0 15.4 76 2 honda_beetle
11.9 8 229.2 86 2645.0 20.6 70 3 chevy_accord
27.7 8 355.4 127 2490.0 21.1 75 2 honda_valiant
26.9 6 97.0 ? 4081.0 16.9 77 3 mazda_beetle
14.9 8 100.5 197 4104.0 10.9 76 1 dodge_beetle
25.4 3 204.8 ? 4798.0 15.5 71 1 buick_mustang
23.9 4 427.9 154 3171.0 23.5 82 3 chevy_corolla
32.6 4 324.1 111 1792.0 20.0 76 1 toyota_beetle
33.4 4 327.9 193 2595.0 21.0 82 2 chevy_crown
9.8 8 207.5 ? 5420.0 8.5 75 1 vw_beetle
23.0 3 295.6 198 3885.0 15.5 82 1 vw_mustang
33.0 6 73.8 162 4339.0 18.3 74 3 plymouth_civic
28.1 8 311.7 190 1529.0 21.3 73 2 toyota_civic
42.3 4 417.0 156 3573.0 8.8 70 1 dodge_civic
34.3 6 302.8 122 1650.0 21.6 82 1 toyota_camaro
14.5 4 402.0 222 3777.0 16.8 71 3 mazda_beetle
10.8 3 345.1 146 5183.0 11.2 76 3 toyota_crown
33.7 5 115.8 157 5374.0 13.1 79 2 ford_mustang
9.1 6 412.9 87 3662.0 12.5 72 1 chevy_corolla
31.4 3 95.2 161 3333.0 16.5 74 3 ford_crown
45.6 6 272.9 151 5280.0 8.8 77 3 honda_maverick
31.0 4 124.0 80 4194.0 10.5 82 3 buick_beetle
23.5 4 74.4 57 1760.0 21.0 82 2 vw_maverick
33.7 4 230.4 157 3363.0 10.1 77 3 vw_civic
26.3 6 182.1 187 2461.0 11.7 75 2 plymouth_camaro
29.8 8 254.7 142 3379.0 15.3 74 2 toyota_civic
45.7 6 289.3 88 3322.0 16.3 82 1 mazda_accord
23.4 4 86.6 169 3829.0 20.2 71 1 chevy_valiant
46.4 4 116.7 61 2927.0 15.2 78 2 vw_corolla
44.2 4 282.3 127 2157.0 20.6 70 1 honda_beetle
15.8 4 200.4 76 3515.0 17.9 80 1 buick_civic
10.8 6 347.1 80 4821.0 9.8 71 3 chevy_mustang
12.0 3 317.9 83 4156.0 10.5 82 1 buick_crown
8.7 4 391.3 117 2853.0 15.0 70 2 honda_civic
11.8 6 333.1 55 5242.0 14.4 81 1 honda_crown
35.3 6 233.4 119 5149.0 19.9 73 3 chevy_valiant
10.8 4 325.7 ? 2337.0 17.3 73 2 honda_crown
20.8 5 174.6 135 1658.0 14.2 74 1 buick_beetle
41.8 4 186.4 116 4465.0 10.7 74 2 plymouth_corolla
8.9 4 369.8 200 4810.0 11.6 77 1 ford_valiant
40.6 6 239.6 73 5371.0 17.2 80 3 dodge_camaro
19.3 3 373.4 139 5059.0 14.8 80 1 mazda_crown
12.7 8 382.5 57 3902.0 16.2 72 2 mazda_mustang
35.9 4 395.9 59 3620.0 10.7 75 2 plymouth_civic
33.2 4 418.3 152 1611.0 18.6 81 2 honda_camaro
43.1 8 233.8 ? 2487.0 21.6 82 1 honda_accord
37.4 6 191.2 208 3338.0 12.1 81 1 plymouth_civic
40.1 5 291.2 149 4014.0 15.9 72 1 toyota_beetle
19.3 4 211.0 223 3729.0 23.6 82 3 chevy_accord
15.1 4 298.4 55 4471.0 13.3 71 3 honda_civic
38.0 3 338.1 ? 2619.0 17.5 77 3 ford_crown
40.3 4 331.6 54 3760.0 9.4 70 2 toyota_maverick
47.6 6 212.3 80 1853.0 17.7 78 2 chevy_mustang
24.5 6 133.4 146 3155.0 9.4 80 2 toyota_crown
22.9 5 233.6 165 4501.0 23.3 76 2 chevy_maverick
39.1 4 124.2 ? 4274.0 19.5 81 2 ford_civic
21.6 5 408.2 220 5463.0 20.6 79 1 plymouth_corolla
45.2 6 201.4 201 2612.0 19.3 82 2 dodge_camaro
42.3 8 128.7 101 3493.0 17.4 81 1 toyota_crown
25.2 6 79.7 60 2818.0 15.2 80 3 honda_maverick
38.0 8 315.4 77 3262.0 21.7 73 3 dodge_maverick
38.2 6 312.0 69 4928.0 23.3 72 3 vw_mustang
12.1 3 199.4 69 4237.0 16.0 75 3 ford_accord
44.1 4 97.3 141 5030.0 22.9 78 3 plymouth_corolla
28.2 5 225.7 91 2314.0 17.3 78 2 mazda_civic
41.1 4 188.3 112 4993.0 16.6 73 2 vw_crown
20.8 5 327.3 228 1739.0 15.3 79 2 dodge_beetle
43.8 3 300.2 172 5054.0 11.3 74 3 dodge_crown
23.6 4 208.5 221 2816.0 8.1 80 3 honda_corolla
8.4 6 152.8 72 2758.0 11.9 82 1 dodge_maverick
44.2 6 445.5 116 3548.0 16.2 78 2 plymouth_crown
11.7 6 242.5 148 5263.0 14.1 71 3 mazda_valiant
20.8 6 331.5 60 1691.0 15.2 71 3 toyota_camaro
46.0 8 123.4 47 2909.0 23.7 74 3 dodge_corolla
46.0 4 254.5 169 4926.0 13.6 70 1 vw_beetle
30.9 6 80.5 164 3084.0 15.2 77 3 mazda_valiant
33.3 4 262.1 122 2297.0 10.1 74 1 plymouth_crown
25.9 5 436.3 136 3199.0 8.8 81 1 ford_valiant
19.7 3 216.0 122 3042.0 20.4 79 2 buick_corolla
21.1 6 84.8 50 5162.0 17.1 71 3 ford_maverick
34.9 3 81.8 108 4548.0 20.2 81 1 honda_maverick
38.1 8 217.4 79 3520.0 10.4 78 3 chevy_valiant
39.7 8 130.8 64 5453.0 17.1 71 2 buick_mustang
39.6 4 78.9 222 3361.0 12.1 76 2 dodge_crown
11.6 6 357.4 ? 1733.0 11.6 77 1 dodge_corolla
27.8 6 244.2 180 2549.0 8.2 75 2 mazda_maverick
10.3 4 179.9 104 3244.0 10.1 80 2 buick_maverick
30.0 6 412.0 118 2128.0 12.9 76 2 chevy_camaro
25.7 6 114.1 90 5290.0 9.9 80 3 dodge_camaro
43.5 4 433.2 64 4567.0 23.8 70 3 ford_corolla
22.0 5 189.3 79 2573.0 12.9 73 1 toyota_civic
12.7 8 407.6 193 3863.0 10.1 82 1 honda_camaro
13.7 5 299.1 171 4386.0 11.2 76 2 vw_mustang
